artefact_id,typology,dataset,source_csv,length_mm,width_mm,thickness_mm,volume_mm3,surface_area_mm2,elongation,flatness,compactness,circularity,rectangularity,diameter_mm,curvature,edge_length_mean,edge_length_std,edge_length_skewness,edge_length_kurtosis,edge_angle_mean_deg,edge_angle_std_deg,edge_angle_skewness,edge_angle_kurtosis,convexity,solidity
251 (L207_B2079),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,69.72,57.29,44.74,4092.92,11296.37,1.217,1.28,0.033326,0.6417,56,0.15,65.0,10.4,9.4,1.698,4.107,10.4024,9.4013,1.6979,4.1075,0,0.995
252 (L208_B2126),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,77.01,54.15,45.74,6266.04,24503.26,1.422,1.184,0.053659,0.594,67,0.13,67.5,6.3,6.0,2.348,11.058,6.3037,6.0401,2.3476,11.0581,0,1.0052
253 (L208_B2114),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,110.9,92.76,50.88,13698.22,92259.9,1.195,1.823,0.06765,0.4588,47,0.21,71.7,5.8,5.6,2.343,11.534,5.7920,5.5767,2.3427,11.5339,0,1.001
256 (L208_B2065),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,69.43,62.63,62.29,8064.49,50073.19,1.109,1.006,0.149602,0.8971,30,0.15,0.0,4.8,4.6,2.188,8.664,4.8459,4.5921,2.1881,8.6636,0,1.0052
257 (L208_B2158),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,101.89,87.5,65.19,10048.01,62182.64,1.164,1.342,0.05879,0.6399,41,0.17,72.8,6.6,7.0,2.597,10.431,6.5594,6.9766,2.5969,10.4312,0,0.9991
260 (L208_B2150),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,71.73,55.91,54.76,7391.55,39727.63,1.283,1.021,0.107637,0.7633,44,0.1,71.2,8.8,8.5,1.976,5.847,8.7870,8.4753,1.9757,5.8470,0,1.0098
264 (L208_B2185),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,99.61,96.15,39.53,10023.51,65900.36,1.036,2.433,0.066681,0.3968,16,0.13,0.0,5.1,4.6,1.997,7.792,5.1110,4.5593,1.9967,7.7916,0,1.0081
265 (L209_B2086),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,131.99,117.79,111.47,17302.95,135394.93,1.121,1.057,0.058879,0.8445,423,0.11,68.6,5.7,5.0,1.963,8.196,5.6997,5.0425,1.9633,8.1958,0,1.0404
266 (L207_B2049),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,113.73,111.53,75.21,12760.33,88019.23,1.02,1.483,0.059841,0.6614,73,0.09,72.5,5.6,5.0,2.133,9.395,5.6038,5.0440,2.1333,9.3951,0,1.0023
267 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,112.48,109.74,81.5,12837.85,90066.36,1.025,1.346,0.063286,0.7246,90,0.09,74.0,7.6,7.3,2.22,8.41,7.5676,7.2706,2.2196,8.4096,0,1.0132
268 (L208_B2094),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,126.91,123.25,104.67,17685.96,165506.88,1.03,1.178,0.080964,0.8247,285,0.1,71.2,6.3,5.8,2.258,10.905,6.2936,5.7750,2.2581,10.9045,0,1.0448
269 (L208_B2100),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,137.58,117.15,105.79,20052.35,169559.35,1.174,1.107,0.065108,0.7689,136,0.1,73.2,5.6,5.2,2.188,10.746,5.6294,5.2026,2.1879,10.7457,0,1.0148
270 (L211_B2214),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,89.4,87.78,56.27,7166.85,35918.57,1.018,1.56,0.05027,0.6294,73,0.08,72.1,8.3,7.5,1.99,7.018,8.3440,7.5021,1.9901,7.0184,0,0.9975
271 (L208_B2076),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,63.92,50.16,37.4,5829.05,26736.73,1.274,1.341,0.102364,0.5851,42,0.09,74.2,5.6,5.2,2.994,31.88,5.6386,5.2067,2.9940,31.8799,1,1.004
272 (L200_B2000b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,81.27,77.62,63.84,7506.45,39025.05,1.047,1.216,0.072692,0.7855,32,0.12,69.1,5.3,5.0,2.291,11.909,5.3365,4.9897,2.2909,11.9093,0,1.0078
273 (L211_B2217),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,143.99,137.24,117.06,24322.66,237563.58,1.049,1.172,0.079568,0.8129,74,0.35,71.7,5.3,6.3,3.604,22.413,5.2651,6.3131,3.6044,22.4129,0,1.0342
274 (L208_B2034),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,117.13,112.43,81.16,15149.21,114877.61,1.042,1.385,0.071485,0.6929,149,0.13,69.9,6.5,6.1,2.205,8.599,6.5215,6.1456,2.2049,8.5992,0,1.022
275 (L207_B2075),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,90.41,68.92,65.3,8318.16,50012.27,1.312,1.055,0.067664,0.7223,33,0.11,75.8,5.4,4.6,1.646,4.973,5.3944,4.5599,1.6462,4.9734,0,0.9998
276 (L201_B2009),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,144.39,143.34,57.55,23381.24,0.0,1.007,2.491,0.0,0.3986,66,0.14,68.5,6.1,5.8,2.441,13.148,6.0699,5.7690,2.4406,13.1481,1,1.0257
278 (L208_B2189),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,84.78,81.52,52.53,9396.41,51783.26,1.04,1.552,0.084972,0.6196,23,0.13,69.2,5.8,5.3,2.227,9.667,5.7683,5.3022,2.2265,9.6668,0,1.0115
279 (L211_B2148),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,116.1,97.04,38.59,12954.78,74397.83,1.196,2.515,0.047538,0.3324,101,0.11,73.8,7.3,6.8,2.085,7.589,7.3413,6.7729,2.0854,7.5891,0,1.0184
280 (L205_B2139),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,79.9,77.03,60.1,6656.94,35047.77,1.037,1.282,0.068721,0.7522,36,0.11,0.0,8.5,8.3,2.03,6.05,8.5048,8.2755,2.0297,6.0504,0,1.0214
281 (L_B2184),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,100.09,95.83,65.74,10166.29,0.0,1.044,1.458,0.0,0.6569,178,0.1,70.7,12.1,11.1,1.596,3.352,12.1129,11.1380,1.5962,3.3521,0,1.0381
282 (L208_B2192),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,57.42,41.34,39.78,3730.16,14300.43,1.389,1.039,0.075524,0.6928,27,0.14,69.3,7.6,7.2,2.139,7.877,7.6472,7.2180,2.1389,7.8769,0,1.0123
283 (L_B2030),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,59.52,40.79,30.86,3737.27,13771.82,1.459,1.322,0.0653,0.5184,23,0.13,72.3,5.5,5.6,2.697,13.674,5.4958,5.5816,2.6967,13.6744,0,0.9894
284 (L208_B2174),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,89.87,68.48,50.14,8848.55,48267.72,1.312,1.366,0.066495,0.5579,40,0.12,60.0,5.7,5.6,2.474,11.938,5.6712,5.6019,2.4738,11.9377,0,0.9882
285 (L206_B2008),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,104.43,83.03,75.79,11954.57,78282.72,1.258,1.095,0.068736,0.7258,57,0.12,70.2,6.5,6.1,2.218,10.051,6.5441,6.1094,2.2179,10.0511,0,0.9955
300 (L319_B_CJ52a),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,51.25,50.28,25.93,2792.51,9342.5,1.019,1.939,0.069398,0.506,55,0.1,59.8,6.7,6.1,6.612,141.629,6.6625,6.1125,6.6117,141.6290,5,1.0085
301 (L311_B3060_CJ50d),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,74.77,71.03,47.81,4846.5,18938.22,1.053,1.486,0.045305,0.6395,13,0.17,68.8,5.6,5.0,9.111,262.017,5.5703,4.9833,9.1111,262.0168,5,0.9836
302 (L312_B3055_CI50c),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,107.64,82.69,79.57,11242.55,73808.92,1.302,1.039,0.059188,0.7393,58,0.13,70.4,7.0,5.6,3.97,81.635,6.9535,5.5813,3.9703,81.6351,5,1.0087
303 (L316_B3114_CJ50a),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,107.28,99.54,83.79,10553.05,68740.0,1.078,1.188,0.055667,0.781,44,0.48,72.6,8.0,6.5,2.838,34.562,7.9705,6.5186,2.8380,34.5617,5,1.0026
305 (L312_B3054_CI50c),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,128.99,117.39,102.76,16197.94,124536.29,1.099,1.142,0.058032,0.7967,25,0.39,72.7,3.8,4.7,4.184,33.022,3.7691,4.7137,4.1842,33.0218,0,1.0011
306 (L307_B3019_CG50),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,63.07,53.51,50.99,4895.19,22278.23,1.179,1.049,0.088801,0.8084,16,0.19,75.5,7.0,5.4,3.057,54.242,6.9989,5.4173,3.0571,54.2417,5,0.9923
400 (L_B4151),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,162.12,136.6,126.89,39900.19,588333.29,1.187,1.076,0.13807,0.7827,100,0.38,71.0,4.9,5.9,4.207,30.622,4.8661,5.8773,4.2073,30.6218,0,1.0238
400-2 (L432_B4375),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,85.59,73.32,69.12,6763.93,32723.06,1.167,1.061,0.052183,0.8076,60,0.09,73.8,6.1,5.7,2.132,8.174,6.1441,5.6855,2.1324,8.1736,0,1.0017
401 (L414_B4100),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,103.47,80.55,58.41,9565.21,56335.43,1.285,1.379,0.050861,0.5646,67,0.09,69.9,5.4,5.5,2.96,19.289,5.3699,5.4525,2.9604,19.2885,0,1.0029
401-2 (L432_B4385b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,72.15,64.91,54.64,5208.95,24200.29,1.112,1.188,0.064421,0.7573,47,0.08,73.2,7.2,6.6,2.208,10.191,7.1738,6.6119,2.2084,10.1911,0,1.0123
402 (L407_B4222),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,97.31,97.19,44.63,8459.98,41824.68,1.001,2.178,0.045389,0.4586,61,0.1,67.3,5.9,5.6,2.273,10.251,5.9351,5.5707,2.2733,10.2506,0,0.9932
402-2 (L432_B4385),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,80.51,72.63,60.86,7533.33,46797.07,1.109,1.193,0.089676,0.7559,52,0.09,73.0,5.5,4.6,1.668,5.535,5.5007,4.5868,1.6678,5.5348,0,1.0095
403 (L412_B4080),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,118.55,111.77,59.41,14186.21,87304.3,1.061,1.881,0.0524,0.5011,90,0.09,68.9,6.0,5.4,2.117,9.819,6.0109,5.4389,2.1167,9.8190,0,1.0083
403-2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,79.1,78.03,25.86,5797.66,22737.21,1.014,3.017,0.045948,0.327,28,0.1,71.7,5.0,5.0,2.587,12.317,5.0405,4.9866,2.5865,12.3170,0,0.9955
404 (L409_B4192),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,100.23,98.11,54.03,10105.02,63075.33,1.022,1.816,0.062644,0.5391,67,0.09,72.5,7.0,6.5,2.111,8.021,6.9972,6.5327,2.1105,8.0207,0,1.0014
404-2 (L432_B4396),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,83.35,80.27,55.71,7912.39,47678.83,1.038,1.441,0.082347,0.6684,47,0.1,72.7,5.2,5.1,2.43,13.349,5.2350,5.1264,2.4303,13.3486,0,1.003
405 (L407_B4231),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,82.52,78.35,77.13,7762.58,45464.44,1.053,1.016,0.080914,0.9346,27,0.09,0.0,5.8,5.5,2.288,9.343,5.7756,5.4545,2.2877,9.3429,0,0.9959
405-2 (L428_B4272) ,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,66.26,57.27,56.04,4176.9,16695.69,1.157,1.022,0.057398,0.8457,75,0.09,72.1,6.8,6.1,2.073,7.913,6.7625,6.1483,2.0733,7.9133,0,0.9963
406 (L412_B4087),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,86.05,75.72,63.69,9268.05,55924.04,1.136,1.189,0.087768,0.7402,47,0.09,75.3,5.9,5.3,2.005,7.174,5.8639,5.3321,2.0049,7.1738,0,0.9932
406-2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,133.18,120.61,99.06,20600.45,182095.73,1.104,1.218,0.077092,0.7439,203,0.11,72.0,5.3,4.7,2.082,10.073,5.2679,4.7104,2.0824,10.0728,0,1.0251
407 (L400_B4000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,100.02,96.39,73.64,10786.07,72966.65,1.038,1.309,0.072927,0.7363,127,0.11,71.3,5.5,5.2,2.14,8.193,5.4885,5.1698,2.1397,8.1933,0,1.042
407-2 (L422_B4276) ,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,69.61,69.09,29.67,4089.86,13204.44,1.008,2.328,0.039142,0.4263,33,0.1,72.9,5.7,5.3,2.194,8.843,5.6911,5.3025,2.1938,8.8426,0,0.9904
408 (L407_B4221),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,112.33,110.74,89.95,14502.77,120620.38,1.014,1.231,0.085106,0.8008,23,0.13,70.0,5.2,5.0,2.318,9.632,5.1566,5.0211,2.3177,9.6321,0,1.0004
408-2 (L432_B4351),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,86.02,85.42,67.55,8175.15,40973.07,1.007,1.265,0.064376,0.7852,122,0.08,72.6,8.2,7.4,1.93,6.57,8.2415,7.4140,1.9304,6.5699,0,1.0388
409 (L409_B4241 BK99a),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,124.22,117.8,110.91,14624.0,0.0,1.055,1.062,0.0,0.8928,104,0.38,59.2,9.1,7.1,3.067,35.697,9.0676,7.1360,3.0675,35.6971,5,1.0116
409-2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,83.84,82.8,59.59,7717.66,42360.96,1.013,1.39,0.071877,0.7107,47,0.1,75.4,4.6,4.7,2.132,6.973,4.5815,4.7016,2.1324,6.9732,0,0.9967
410 (L409_B4233_BK99b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,99.88,88.75,74.4,10390.74,59572.37,1.125,1.193,0.05978,0.7449,54,0.17,70.2,7.4,6.4,3.076,39.168,7.3873,6.4195,3.0761,39.1682,5,1.0083
410-2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,117.55,106.02,90.48,15191.89,130305.58,1.109,1.172,0.080227,0.7697,30,0.09,68.0,4.4,4.2,2.248,9.699,4.3733,4.1883,2.2478,9.6988,0,1.009
411 (L412_B4090_BJ98d),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,114.37,113.04,107.99,15267.15,0.0,1.012,1.047,0.0,0.9442,33,0.67,70.2,9.0,7.6,3.462,37.939,8.9578,7.5565,3.4622,37.9393,5,1.0184
411_2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,124.56,123.57,113.24,19851.41,170181.67,1.008,1.091,0.088063,0.9091,43,0.09,72.3,4.9,4.5,2.249,13.75,4.9191,4.5034,2.2486,13.7498,0,1.0105
412 (L413_B4085_BK98),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,86.52,77.92,58.73,11968.08,0.0,1.11,1.327,0.0,0.6788,46,0.42,70.7,10.8,8.7,2.238,17.737,10.8371,8.6791,2.2380,17.7367,5,1.0122
412-2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,106.67,76.69,58.33,14347.44,98040.4,1.391,1.315,0.08078,0.5468,123,0.1,72.2,5.5,4.8,1.81,6.438,5.4952,4.7915,1.8103,6.4383,0,0.9873
413 (L414_B4110_BJ98b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,109.0,97.11,73.48,17578.17,0.0,1.122,1.322,0.0,0.6741,69,0.5,73.8,9.1,8.5,4.892,58.061,9.1262,8.4753,4.8918,58.0615,5,1.0353
413_2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,128.91,99.74,89.88,19605.86,168708.49,1.292,1.11,0.078759,0.6972,106,0.1,74.5,5.8,5.2,2.001,8.307,5.7886,5.1837,2.0007,8.3074,0,1.0268
414 (L406_B4038_BJ98),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,146.9,130.89,90.67,19433.91,0.0,1.122,1.444,0.0,0.6172,32,0.6,65.2,8.8,7.1,2.578,24.319,8.8376,7.0867,2.5779,24.3188,5,0.9979
414_2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,141.34,126.2,103.4,17219.84,137465.93,1.12,1.221,0.048682,0.7315,28,0.1,67.4,5.2,5.2,2.32,10.824,5.2461,5.1634,2.3199,10.8240,0,0.9942
415 (L409_B4195_BI99c),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,154.85,132.32,110.76,26645.24,0.0,1.17,1.195,0.0,0.7153,118,1.09,63.0,9.4,9.9,5.233,51.131,9.4263,9.9195,5.2328,51.1314,5,1.0521
415_2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,146.83,146.43,89.17,19799.93,169007.87,1.003,1.642,0.053393,0.6073,72,0.11,62.1,5.2,4.9,2.318,12.428,5.2388,4.8897,2.3177,12.4281,1,0.9993
416 (L418_B4115_BJ98b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,95.55,95.32,61.08,12316.46,0.0,1.002,1.561,0.0,0.6393,18,0.57,73.5,7.2,6.2,3.317,45.194,7.2303,6.2006,3.3174,45.1936,5,1.0088
416-2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,117.95,99.25,64.71,14667.55,106973.01,1.188,1.534,0.065194,0.5487,174,0.1,69.4,5.3,5.1,2.235,9.27,5.2992,5.0766,2.2347,9.2698,0,1.0149
417 (L412_B4169_BJ98d),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,88.13,84.57,77.35,8071.44,0.0,1.042,1.093,0.0,0.8776,62,0.31,72.9,8.7,7.0,2.439,23.967,8.7316,7.0355,2.4393,23.9671,5,1.0115
417-2 (L419_B4259),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,101.33,85.91,51.08,15028.41,89123.06,1.179,1.682,0.085659,0.5041,64,0.1,72.8,5.0,4.9,2.352,13.675,4.9933,4.8533,2.3517,13.6746,0,0.9995
418 (L412_B4096_BK98c),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,125.31,121.25,104.67,14254.18,0.0,1.033,1.158,0.0,0.8353,40,0.22,72.2,6.7,5.0,2.608,44.595,6.6566,4.9731,2.6078,44.5953,5,1.0002
418-2 (L432_B4413b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,86.59,78.86,56.72,7934.2,45651.63,1.098,1.39,0.070311,0.655,56,0.08,71.5,6.0,5.4,2.012,7.419,5.9594,5.3939,2.0123,7.4194,0,1.0134
419 (L412_B4099_BJ98c),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,143.01,129.71,99.5,17962.22,0.0,1.103,1.304,0.0,0.6958,103,0.89,70.5,8.6,7.0,2.896,31.803,8.5817,7.0355,2.8957,31.8026,5,1.0291
419-2 (L432_B4413) WRL,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,75.98,69.84,54.26,10390.39,0.0,1.088,1.287,0.0,0.7142,271,0.12,72.8,7.3,6.7,2.054,7.557,7.2811,6.7186,2.0543,7.5574,0,1.024
420 (L407_B4230_BI98ab),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,54.86,53.98,48.78,3746.68,0.0,1.016,1.107,0.0,0.8891,29,0.21,72.9,8.6,7.2,2.731,32.169,8.6378,7.1520,2.7314,32.1694,5,1.0019
420-2 (L419_B4259c),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,93.43,76.78,54.34,8590.16,46939.25,1.217,1.413,0.057559,0.5817,133,0.08,67.7,8.8,8.2,2.036,6.851,8.8188,8.1994,2.0356,6.8505,0,1.0189
421 (L406_B4074_BJ98),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,75.36,72.24,64.31,5821.56,0.0,1.043,1.123,0.0,0.8533,114,0.27,61.9,12.4,14.0,4.12,27.167,12.4366,14.0191,4.1196,27.1672,5,1.0564
421-2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,84.12,70.61,66.0,8534.54,48709.95,1.191,1.07,0.081845,0.7847,38,0.1,74.2,5.3,4.8,2.072,7.927,5.2718,4.8485,2.0718,7.9270,0,1.0014
422 (L405_B4210_BI99d),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,46.64,42.98,38.69,3561.8,0.0,1.085,1.111,0.0,0.8295,32,0.15,73.6,7.1,5.6,2.319,27.13,7.1310,5.5859,2.3189,27.1303,2,0.9954
422-2,Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,100.65,98.62,52.15,9228.03,51548.84,1.021,1.891,0.050557,0.5181,39,0.09,73.2,5.0,4.6,2.045,7.793,4.9943,4.5951,2.0452,7.7935,0,1.0054
423 (L409_B4234_BK99b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,73.98,64.44,53.45,4818.92,0.0,1.148,1.206,0.0,0.7224,52,0.24,74.9,8.7,7.3,3.377,38.408,8.6743,7.3053,3.3771,38.4079,5,0.9859
423-2 (L439_B4321),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,101.61,97.38,75.51,10830.5,83107.62,1.043,1.29,0.079218,0.7432,33,0.09,72.4,5.2,4.7,2.028,7.415,5.1663,4.7101,2.0276,7.4153,0,1.0122
424 (L409_B4187_BK98a),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,65.9,61.94,45.96,4011.14,0.0,1.064,1.348,0.0,0.6974,22,0.2,69.2,10.4,8.0,2.072,18.322,10.3643,8.0100,2.0720,18.3223,5,0.99
424-2 (L432_B4350),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,113.14,102.96,85.76,18954.59,166831.36,1.099,1.201,0.115202,0.758,111,0.09,73.8,5.4,5.3,2.272,9.369,5.4255,5.2503,2.2717,9.3686,0,1.0269
425 (L409_B4187_BK98a),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,48.62,42.68,39.26,3289.11,0.0,1.139,1.087,0.0,0.8074,58,0.14,68.5,10.9,10.8,4.056,33.525,10.9388,10.7910,4.0558,33.5245,5,0.999
425-2 (L432_B4405),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,101.32,93.68,44.59,9127.21,48181.91,1.082,2.101,0.046317,0.4401,48,0.1,72.7,5.2,4.9,2.197,9.261,5.1816,4.8536,2.1972,9.2608,0,1.0131
426 (L412_B4081_BK98d),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,72.93,67.12,35.71,6131.97,0.0,1.087,1.88,0.0,0.4896,52,0.26,71.0,9.0,6.9,2.435,25.137,9.0139,6.9292,2.4348,25.1368,5,1.0219
426-2 (L432_B4401),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,112.26,86.98,69.26,13568.54,84479.06,1.291,1.256,0.059721,0.617,123,0.09,72.7,7.2,6.5,2.042,7.437,7.1664,6.5439,2.0421,7.4368,0,1.0037
427 (L410_B4175_BI99d),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,105.17,102.43,71.64,11564.78,0.0,1.027,1.43,0.0,0.6811,46,0.59,75.3,7.2,6.0,2.661,32.436,7.1804,5.9519,2.6611,32.4360,2,1.0101
427-2 (L419_B4259),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,91.46,84.71,48.94,7879.94,43794.9,1.08,1.731,0.057252,0.5351,29,0.08,73.9,6.2,5.7,2.164,8.596,6.1630,5.7233,2.1637,8.5964,0,0.9982
428 (L412_B4169_BJ98d),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,93.16,77.84,55.98,14395.23,0.0,1.197,1.39,0.0,0.6009,50,0.67,70.9,8.3,7.0,2.679,28.285,8.3481,6.9704,2.6791,28.2846,4,1.0379
428-2 (L_B4416),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,84.37,79.94,69.64,12437.02,86225.74,1.055,1.148,0.143594,0.8255,253,0.1,72.7,5.4,5.0,2.219,10.358,5.4163,4.9620,2.2187,10.3584,0,1.0315
429 (L400_B4000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,97.8,90.26,71.63,8535.84,0.0,1.084,1.26,0.0,0.7324,26,0.31,71.5,9.9,9.9,5.303,53.751,9.9222,9.8795,5.3027,53.7513,5,1.0045
429-2 (L419_B4259b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,87.52,70.38,48.28,7948.52,42678.79,1.244,1.458,0.063674,0.5517,67,0.41,74.8,5.2,6.5,2.991,15.355,5.2117,6.5268,2.9905,15.3553,0,1.0193
430 (L400_B4000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,116.01,112.02,73.11,11911.5,0.0,1.036,1.532,0.0,0.6302,35,0.54,74.6,7.4,5.8,3.366,52.385,7.4450,5.8105,3.3658,52.3850,4,0.9936
430-2 (L432_B4341),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,109.84,105.1,85.24,12086.98,85684.57,1.045,1.233,0.064654,0.7761,91,0.09,74.5,7.3,6.6,2.059,7.767,7.3115,6.5859,2.0586,7.7670,0,1.0278
431 (L400_B4000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,94.38,65.55,57.09,8606.67,0.0,1.44,1.148,0.0,0.6049,18,0.45,58.3,10.0,8.1,2.594,23.916,9.9961,8.0695,2.5944,23.9156,5,0.9808
431-2 (L432_B4400),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,99.14,67.5,65.59,11596.33,81664.04,1.469,1.029,0.083808,0.6616,21,0.08,72.2,5.1,4.7,2.023,7.39,5.1363,4.7446,2.0233,7.3904,0,1.0101
432 (L400_B4000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,104.56,98.37,82.02,12357.18,0.0,1.063,1.199,0.0,0.7844,59,0.49,69.9,9.5,7.9,3.201,32.705,9.4589,7.9387,3.2008,32.7047,5,1.0269
