artefact_id,typology,dataset,source_csv,length_mm,width_mm,thickness_mm,volume_mm3,surface_area_mm2,elongation,flatness,compactness,circularity,rectangularity,diameter_mm,curvature,edge_length_mean,edge_length_std,edge_length_skewness,edge_length_kurtosis,edge_angle_mean_deg,edge_angle_std_deg,edge_angle_skewness,edge_angle_kurtosis,convexity,solidity
RB_587,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,52.71,46.64,46.49,3549.74,14571.57,1.13,1.003,0.099499,0.882,51,0.1,70.4,4.4,4.4,3.094,18.585,4.3824,4.4330,3.0940,18.5850,0,1.0036
RB_588,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,39.85,38.28,32.83,2040.93,6023.89,1.041,1.166,0.095225,0.8239,50,0.09,69.1,3.3,3.9,3.824,29.093,3.2926,3.9111,3.8245,29.0931,0,1.0092
RB_589,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,35.09,32.83,27.14,1406.45,3386.85,1.069,1.209,0.078414,0.7736,101,0.11,70.8,4.9,5.8,3.173,18.914,4.9010,5.7556,3.1734,18.9137,0,1.0127
RB_590,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,27.76,26.06,25.56,1003.96,2034.8,1.065,1.019,0.095112,0.9208,30,0.12,70.2,4.1,4.7,3.381,20.517,4.0633,4.6690,3.3805,20.5174,0,0.991
RB_591,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,35.04,34.02,28.67,1807.13,5431.99,1.03,1.187,0.126291,0.8182,23,0.1,67.9,3.8,4.2,3.597,27.178,3.8038,4.1657,3.5969,27.1780,0,1.0024
RB_592,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,35.6,33.15,27.53,1685.26,4968.68,1.074,1.204,0.110091,0.7733,99,0.11,72.3,4.1,5.2,3.762,28.425,4.0741,5.1727,3.7620,28.4251,0,1.0138
RB_593,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,39.59,31.59,21.66,1348.86,2793.79,1.253,1.458,0.04503,0.5471,60,0.12,74.1,4.1,4.6,3.196,19.139,4.0540,4.6000,3.1961,19.1389,0,0.9894
RB_594,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,62.68,60.06,59.49,4833.37,15621.3,1.044,1.01,0.06343,0.9491,174,0.13,73.8,5.5,5.2,2.59,12.651,5.4781,5.2024,2.5896,12.6513,0,0.9826
RB_595,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,45.81,44.82,31.93,2570.48,8445.06,1.022,1.404,0.08785,0.697,57,0.1,73.8,4.6,4.2,2.547,15.1,4.5507,4.1612,2.5468,15.0997,0,1.0114
RB_596,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,32.75,30.93,26.03,1372.93,3313.29,1.059,1.188,0.094309,0.7947,51,0.1,74.2,4.9,5.3,3.182,21.157,4.9474,5.2919,3.1824,21.1573,0,1.0268
RB_597,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,37.33,36.74,29.07,1685.03,3941.93,1.016,1.264,0.075777,0.7788,46,0.11,74.6,4.1,4.6,3.633,26.696,4.0814,4.5536,3.6329,26.6955,0,0.9692
RB_598,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,43.25,40.38,26.99,1440.8,3056.8,1.071,1.496,0.037795,0.6242,97,0.11,64.5,4.7,4.6,3.01,22.542,4.7184,4.6466,3.0101,22.5417,0,0.9868
RB_599,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,46.35,45.52,34.38,2486.63,6804.05,1.018,1.324,0.068312,0.7417,184,0.12,70.0,5.1,5.5,3.028,17.635,5.1458,5.4844,3.0277,17.6346,0,1.0293
RB_617,Tool,Bombrini (Vol 4),Bombrini_3D_metadata.csv,60.93,44.5,36.11,2196.87,3764.46,1.369,1.233,0.016643,0.5926,14,0.45,63.8,3.2,4.9,5.261,38.742,3.1710,4.8622,5.2614,38.7421,0,0.9026
RB_618,Tool,Bombrini (Vol 4),Bombrini_3D_metadata.csv,40.79,36.55,30.63,2055.99,2788.57,1.116,1.193,0.041094,0.7509,25,0.16,75.1,3.4,3.9,4.115,37.282,3.4153,3.8669,4.1148,37.2824,0,0.9648
RB_619,Flake,Bombrini (Vol 4),Bombrini_3D_metadata.csv,41.13,36.52,34.15,1727.45,3947.76,1.126,1.069,0.056727,0.8302,33,0.08,75.2,6.7,6.7,2.536,14.016,6.7123,6.6565,2.5360,14.0156,1,1.0062
RB_620,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,28.17,27.34,23.02,1096.47,2346.77,1.03,1.188,0.105005,0.8173,34,0.11,77.5,3.6,4.2,4.255,37.396,3.5726,4.2449,4.2551,37.3962,0,1.0082
RB_621,Core,Bombrini (Vol 4),Bombrini_3D_metadata.csv,40.81,38.8,24.26,1501.96,3289.25,1.052,1.599,0.048384,0.5945,27,0.11,73.3,7.7,7.1,2.425,13.918,7.6539,7.0759,2.4254,13.9175,1,0.9804
100 (L130_B1084),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,58.02,52.31,36.0,3934.04,14927.03,1.109,1.453,0.07642,0.6204,11,0.11,71.1,5.6,5.4,2.202,8.487,5.5830,5.3739,2.2020,8.4872,0,0.9896
101 (L129_B1119),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,69.03,65.32,58.18,4589.49,18031.7,1.057,1.123,0.054824,0.8429,26,0.1,76.5,5.1,5.1,2.621,13.433,5.1172,5.1263,2.6209,13.4328,0,0.983
102 (L129_B1091),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,64.65,60.5,33.14,5145.62,21162.06,1.069,1.825,0.078308,0.5127,64,0.1,75.7,6.2,5.8,2.264,9.01,6.1582,5.8156,2.2635,9.0098,0,1.0068
103 (L129_B1137),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,85.77,66.18,50.75,6783.92,27284.07,1.296,1.304,0.04324,0.5917,136,0.04,66.5,6.1,5.7,2.524,14.865,6.0552,5.7188,2.5235,14.8646,1,1.0066
104 (L129_B1099),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,95.25,92.14,86.75,13750.38,105181.58,1.034,1.062,0.121717,0.9107,66,0.09,72.8,6.2,5.6,2.0,7.477,6.2395,5.5625,2.0003,7.4771,0,1.0335
105 (L130_B1093),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,99.18,96.08,65.15,9644.63,65402.27,1.032,1.475,0.067031,0.6569,62,0.09,74.0,7.1,6.5,2.014,7.069,7.1012,6.5296,2.0145,7.0690,0,1.0179
106 (L132_B1214),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,79.17,76.54,34.08,6854.84,32477.97,1.034,2.246,0.065437,0.4304,26,0.1,71.2,5.2,4.7,2.094,8.781,5.2040,4.6621,2.0940,8.7814,0,0.9867
107 (L129_B1155),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,101.59,96.81,52.2,10279.15,70362.01,1.049,1.854,0.067107,0.5139,106,0.08,68.2,6.9,6.1,2.19,10.331,6.8587,6.1371,2.1905,10.3315,0,1.0172
108 (L129_B1204),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,95.1,94.39,57.16,9455.58,56434.8,1.008,1.651,0.065606,0.601,40,0.11,75.2,5.6,4.9,1.927,7.62,5.6363,4.8716,1.9266,7.6198,0,1.0035
109 (L129_B1106),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,105.35,99.58,68.77,13536.5,105135.55,1.058,1.448,0.089909,0.6528,26,0.1,71.7,5.3,4.7,1.911,6.58,5.3265,4.6903,1.9108,6.5797,0,0.9893
110 (L133_B1208),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,151.82,147.72,100.92,24301.94,235017.21,1.028,1.464,0.067156,0.6647,307,0.09,71.4,5.6,4.9,1.902,8.783,5.6129,4.9359,1.9023,8.7826,0,1.0451
110_2 (L100_B1000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,118.72,95.71,74.79,14786.47,91567.0,1.24,1.28,0.054728,0.63,53,0.09,67.5,6.3,5.7,2.134,8.66,6.2786,5.7278,2.1343,8.6604,0,1.0053
111 (L129_B1105),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,141.67,132.25,86.99,16886.89,116503.27,1.071,1.52,0.040975,0.6141,75,0.1,73.4,5.5,4.9,1.975,8.388,5.4940,4.8771,1.9747,8.3883,0,1.012
112 (L129_B1203),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,100.92,94.37,72.17,8617.87,46515.3,1.069,1.308,0.045258,0.7151,31,0.09,62.8,6.2,5.7,2.226,9.298,6.2018,5.7295,2.2262,9.2976,0,0.9993
113 (L129_B1241),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,118.72,98.84,57.21,13606.22,98761.89,1.201,1.728,0.059027,0.4819,91,0.09,71.5,5.8,5.4,2.231,9.391,5.8241,5.3722,2.2314,9.3908,0,1.0214
114 (L112_B1011),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,108.97,103.97,69.26,10833.98,70460.3,1.048,1.501,0.054461,0.6356,58,0.09,72.2,5.5,4.8,2.096,12.605,5.5372,4.8022,2.0961,12.6050,0,1.0128
115 (L129_B1107),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,108.4,77.84,58.26,15667.75,119837.5,1.393,1.336,0.094071,0.5375,112,0.08,74.1,6.6,6.0,2.165,8.916,6.6300,6.0270,2.1648,8.9158,0,1.022
116 (L129_B1239),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,128.23,123.28,92.55,17514.67,138364.01,1.04,1.332,0.065628,0.7218,176,0.1,69.7,6.0,5.0,1.664,6.556,6.0254,4.9596,1.6635,6.5559,0,1.0419
117 (L129_B1209),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,103.72,93.66,74.38,13178.57,90740.71,1.107,1.259,0.081333,0.7171,73,0.09,73.1,5.8,5.1,1.955,7.452,5.8444,5.1307,1.9552,7.4523,0,1.0121
118 (L129_B1233),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,103.4,95.51,86.02,11670.98,79562.02,1.083,1.11,0.071969,0.8319,26,0.09,75.2,5.4,5.0,2.263,10.759,5.4328,4.9567,2.2633,10.7594,0,0.9974
119 (L129_B1142),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,98.23,97.8,51.84,10879.91,70246.72,1.004,1.887,0.074118,0.5278,126,0.1,73.7,6.9,6.1,1.918,6.575,6.9035,6.0850,1.9182,6.5745,0,1.0146
120 (L132_B1222),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,120.14,96.58,81.88,18317.11,156910.88,1.244,1.18,0.090477,0.6815,126,0.09,72.8,6.8,6.3,2.161,9.007,6.7885,6.3317,2.1606,9.0069,0,1.0317
121 (L129_B1111),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,145.74,133.48,76.8,24278.35,242381.07,1.092,1.738,0.078306,0.527,134,0.11,75.3,5.2,5.0,2.309,10.899,5.1863,4.9846,2.3086,10.8988,0,1.0166
122 (L133_B1182),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,103.22,90.22,68.28,11433.62,81887.79,1.144,1.321,0.074467,0.6616,192,0.1,68.5,5.9,5.2,2.124,9.998,5.9034,5.2228,2.1242,9.9976,0,1.0325
123 (L133_B1184),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,95.21,92.18,78.18,10102.49,67683.41,1.033,1.179,0.078427,0.8212,111,0.1,70.2,6.1,5.5,1.941,6.673,6.0995,5.4786,1.9415,6.6731,0,1.0244
124 (L111_B1059),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,134.64,128.89,107.64,32916.03,420428.09,1.045,1.197,0.172243,0.7994,243,0.43,67.5,6.1,6.7,3.377,20.245,6.1163,6.6892,3.3773,20.2453,0,1.0646
126 (L133_B1198b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,138.02,119.94,88.87,23887.94,229950.13,1.151,1.35,0.087465,0.6439,230,0.1,69.5,5.5,4.9,2.126,10.824,5.4539,4.9025,2.1260,10.8244,0,1.0291
127 (L130_B1084b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,80.71,65.34,61.5,6528.51,32400.73,1.235,1.062,0.061622,0.762,28,0.1,65.6,5.9,5.7,2.46,12.696,5.8747,5.7258,2.4602,12.6955,0,0.9964
128 (L129_B1239b),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,127.07,122.52,68.64,24336.38,225639.98,1.037,1.785,0.109975,0.5402,120,0.11,69.0,5.5,5.0,2.113,9.297,5.5291,5.0163,2.1127,9.2973,0,1.0149
129 (L133_B1198),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,55.42,54.03,48.22,3533.81,11606.81,1.026,1.121,0.068201,0.8701,32,0.12,67.5,5.5,5.3,2.294,9.542,5.5220,5.2638,2.2939,9.5420,0,0.9862
130 (L124_B1033),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,130.67,118.43,103.59,15957.19,119372.91,1.103,1.143,0.053509,0.7928,48,0.12,72.7,7.3,6.9,2.099,7.271,7.3100,6.8573,2.0987,7.2714,0,0.9937
132 (L_B),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,96.43,81.47,68.34,10868.74,78322.11,1.184,1.192,0.087334,0.7086,22,0.08,68.9,6.8,6.2,2.01,7.387,6.7507,6.2220,2.0102,7.3870,0,1.0069
200 (L208_B2074),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,94.45,91.89,68.87,10599.95,0.0,1.028,1.334,0.0,0.7292,146,0.08,67.1,11.1,10.5,1.999,8.757,11.0605,10.4826,1.9992,8.7572,5,1.0397
201 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,78.32,75.85,37.27,6469.38,29829.55,1.033,2.035,0.062093,0.4758,22,0.16,0.0,5.0,5.1,2.629,12.733,5.0082,5.0609,2.6293,12.7330,0,0.9857
202 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,81.17,80.17,68.59,8607.0,47196.91,1.013,1.169,0.088241,0.845,102,0.12,69.0,6.7,5.7,1.632,4.718,6.6607,5.6605,1.6324,4.7183,0,1.0044
203 (L208_B2065),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,55.54,46.17,42.0,3678.85,10948.68,1.203,1.099,0.063894,0.7562,21,0.18,68.2,6.2,6.0,2.444,10.528,6.1842,6.0340,2.4443,10.5283,0,0.9944
204 (L208_2038),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,103.32,86.03,82.81,11935.47,78715.01,1.201,1.039,0.071363,0.8015,50,0.14,69.2,6.9,6.7,2.263,9.174,6.9170,6.6755,2.2630,9.1744,0,1.0047
205 (L205_B2032),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,61.38,56.31,41.06,4039.44,10884.73,1.09,1.371,0.047064,0.669,47,0.23,71.5,6.6,6.1,2.247,10.965,6.5864,6.1118,2.2470,10.9649,0,0.9643
207 (L_B2035),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,58.46,45.81,38.2,4178.03,12954.98,1.276,1.199,0.064842,0.6535,35,0.13,69.3,5.8,6.1,2.816,17.588,5.8218,6.0710,2.8163,17.5883,0,1.0209
208 (L208_B2127),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,83.45,82.36,52.06,6353.18,0.0,1.013,1.582,0.0,0.6239,190,0.11,68.8,7.7,7.0,2.01,7.228,7.7373,6.9960,2.0099,7.2284,0,1.0287
209 (L208_B2114),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,68.92,59.95,57.44,5553.58,22515.42,1.15,1.044,0.068783,0.8334,139,0.11,71.2,7.1,6.7,2.359,10.376,7.1210,6.7377,2.3585,10.3761,0,1.0165
210 (L208_B2096),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,62.91,61.15,47.0,5529.59,24740.99,1.029,1.301,0.099391,0.7472,61,0.1,73.0,6.1,5.7,2.407,13.303,6.1340,5.6864,2.4068,13.3034,0,1.005
211 (L208_B2170),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,98.88,79.59,73.25,10387.61,0.0,1.242,1.087,0.0,0.7408,82,0.12,70.8,6.0,5.5,2.109,9.983,5.9723,5.4511,2.1090,9.9826,0,1.0096
212 (L207_B2079),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,96.16,75.0,51.99,11540.63,69567.03,1.282,1.442,0.078248,0.5407,125,0.1,71.1,7.6,7.2,2.2,8.522,7.6440,7.1921,2.1996,8.5218,0,1.0153
213 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,107.55,88.51,60.67,16640.66,133648.28,1.215,1.459,0.107424,0.5641,187,0.13,70.5,6.9,6.5,2.233,9.762,6.9116,6.4509,2.2330,9.7622,0,1.0256
214 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,118.49,116.99,81.38,14977.01,122333.91,1.013,1.438,0.073533,0.6868,71,0.13,0.0,6.7,6.2,2.192,8.794,6.6515,6.2295,2.1916,8.7943,0,1.0145
215 (L208_B2192),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,89.13,63.48,49.11,7516.11,29141.88,1.404,1.292,0.041153,0.551,128,0.11,68.6,6.6,6.1,2.248,9.358,6.5843,6.1447,2.2478,9.3582,0,0.9727
216 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,128.78,127.5,122.82,18855.31,170306.47,1.01,1.038,0.07974,0.9537,53,0.14,74.8,5.7,5.3,2.303,11.201,5.6857,5.2941,2.3030,11.2011,0,1.0262
217 (L208_B2081),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,88.36,67.84,45.9,10583.33,59657.78,1.303,1.478,0.086482,0.5195,188,0.12,70.8,7.1,6.8,2.336,9.994,7.1040,6.7574,2.3356,9.9939,0,1.0388
218 (L209_B2060),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,66.24,63.62,41.04,6843.16,31286.0,1.041,1.55,0.107631,0.6195,46,0.14,71.7,5.3,5.2,2.731,14.04,5.3079,5.1804,2.7313,14.0398,0,0.9945
219 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,76.55,72.32,34.29,9041.97,42600.98,1.058,2.109,0.094987,0.448,120,0.1,69.3,10.6,10.4,1.862,4.81,10.6474,10.3666,1.8616,4.8096,0,1.03
220 (L208_B2126),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,77.4,69.3,33.32,5463.96,22285.29,1.117,2.08,0.04806,0.4305,89,0.11,74.9,6.3,6.1,2.484,11.524,6.3002,6.0847,2.4839,11.5238,0,0.9935
221 (L211_B2214),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,87.16,70.42,50.75,9706.5,54178.33,1.238,1.388,0.081811,0.5822,197,0.12,67.0,7.6,6.9,2.024,7.205,7.6274,6.9345,2.0243,7.2049,0,1.0195
222 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,120.72,115.77,88.67,14129.67,103303.29,1.043,1.306,0.05872,0.7346,39,0.1,74.3,6.4,6.0,2.21,9.027,6.3914,6.0408,2.2096,9.0274,0,1.0121
223 (L211_B2208),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,107.71,103.67,82.57,15793.96,121645.8,1.039,1.256,0.097355,0.7666,408,0.11,72.5,8.9,8.2,1.974,6.446,8.9385,8.1742,1.9742,6.4459,0,1.0468
224 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,108.87,100.08,83.07,13076.06,101943.8,1.088,1.205,0.079001,0.763,149,0.12,71.2,9.1,9.1,2.14,7.06,9.0640,9.0603,2.1396,7.0602,2,1.031
225 (L208_B2127),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,97.91,89.13,55.11,11747.74,82019.41,1.099,1.617,0.087375,0.5628,290,0.12,75.2,7.0,6.9,2.465,11.853,7.0381,6.9224,2.4646,11.8531,1,1.012
226 (L208_B2119),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,102.02,81.88,56.39,11812.01,64954.43,1.246,1.452,0.061178,0.5528,178,0.11,74.1,6.2,5.5,1.999,8.553,6.1788,5.4854,1.9991,8.5534,0,1.0137
227 (L_B2169),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,65.09,57.93,30.51,4849.05,19327.15,1.124,1.899,0.070086,0.4687,45,0.11,0.0,6.2,6.0,2.393,10.453,6.2192,5.9838,2.3935,10.4531,0,0.9989
228 (L203_B2088),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,119.88,107.88,80.84,18439.97,152042.55,1.111,1.335,0.088247,0.6743,268,0.13,70.7,6.3,5.8,2.087,8.075,6.2908,5.8024,2.0874,8.0749,0,1.0276
229 (L208_B2124),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,99.98,74.61,64.58,11097.42,74472.21,1.34,1.155,0.074518,0.6459,91,0.13,74.0,6.8,6.4,2.295,9.379,6.7994,6.4354,2.2952,9.3793,0,0.9989
230 (L208_B2099),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,108.95,94.97,41.18,12067.07,78094.37,1.147,2.306,0.060381,0.3779,91,0.15,73.8,7.2,6.7,2.082,7.86,7.1902,6.6561,2.0819,7.8598,0,1.0174
231 (L208_B2194),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,95.14,93.02,44.76,9715.3,0.0,1.023,2.078,0.0,0.4704,57,0.1,0.0,6.6,6.2,2.316,10.816,6.5940,6.2097,2.3162,10.8161,0,1.0057
232 (208_2084),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,95.38,66.25,63.99,9926.08,57932.25,1.44,1.035,0.066759,0.6709,99,0.11,70.7,6.8,6.3,2.109,7.87,6.7924,6.2812,2.1085,7.8701,0,1.007
233 (L208_B2042),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,88.47,76.17,75.64,9928.83,60522.95,1.162,1.007,0.087391,0.8549,131,0.11,71.4,6.0,5.3,1.856,6.381,6.0342,5.2847,1.8563,6.3813,0,1.0171
234 (L201_B2021),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,88.04,70.7,55.06,6965.85,35735.16,1.245,1.284,0.052368,0.6254,47,0.13,70.4,6.3,6.0,2.267,9.577,6.3113,5.9861,2.2669,9.5767,0,0.994
235 (L208_B2144),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,91.93,62.89,62.76,11113.07,74514.07,1.462,1.002,0.095899,0.6827,84,0.11,72.5,6.3,6.2,2.509,13.394,6.3373,6.2410,2.5090,13.3941,1,1.0033
236 (L200_B2000),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,99.85,80.79,52.64,15499.87,110603.88,1.236,1.535,0.111099,0.5272,233,0.11,73.1,8.5,8.1,2.191,7.711,8.4685,8.1356,2.1908,7.7109,0,1.0405
237 (L208_B2059),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,125.25,105.92,67.54,16304.66,123454.36,1.183,1.568,0.062834,0.5393,131,0.11,73.1,7.4,7.4,2.415,11.275,7.3993,7.3966,2.4148,11.2754,3,1.0242
238 (208_B2121),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,128.46,120.74,67.29,15227.66,114584.06,1.064,1.794,0.054056,0.5239,126,0.13,73.4,5.8,5.5,2.121,8.13,5.8101,5.4720,2.1210,8.1303,0,1.0167
239 (208_B2115),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,92.58,84.82,82.97,9283.13,59913.51,1.091,1.022,0.075512,0.8962,48,0.1,71.2,5.6,4.9,1.904,7.435,5.6120,4.8563,1.9036,7.4351,0,1.0155
240 (L208_B2072),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,87.94,83.56,61.7,7624.28,33703.99,1.052,1.354,0.049564,0.7017,99,0.1,68.2,9.9,9.8,1.876,5.078,9.9119,9.7652,1.8757,5.0783,1,1.0203
241 (L208_B2034),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,97.5,93.22,77.54,10784.3,79912.05,1.046,1.202,0.08623,0.7954,47,0.11,74.0,7.5,7.4,2.288,8.747,7.5418,7.4414,2.2882,8.7470,0,1.0142
242 (L208_B2077),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,116.07,89.57,88.48,15819.65,134041.85,1.296,1.012,0.085723,0.7623,133,0.12,73.2,6.6,5.8,2.066,9.275,6.5834,5.7861,2.0658,9.2751,0,1.017
243 (L208_B2105),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,89.62,86.59,65.33,12825.88,81938.72,1.035,1.325,0.113818,0.7289,91,0.12,61.5,6.3,5.7,1.933,6.795,6.3131,5.6693,1.9333,6.7948,0,1.0217
244 (L208_B2122),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,119.31,107.43,71.45,17666.53,150576.46,1.111,1.503,0.088659,0.5989,136,0.12,73.2,5.0,4.6,2.332,12.728,5.0394,4.5954,2.3319,12.7285,0,1.0117
245 (L208_B2143),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,155.45,148.86,86.4,23653.67,203291.06,1.044,1.723,0.054118,0.5558,60,0.41,57.4,4.7,5.9,3.975,27.376,4.7211,5.9181,3.9754,27.3761,0,1.0164
246 (L207_B2069),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,55.89,45.98,29.78,4807.78,0.0,1.216,1.544,0.0,0.5328,21,0.18,73.3,8.5,8.5,2.11,6.712,8.4879,8.4914,2.1103,6.7119,0,0.999
247 (L207_B2069),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,79.88,75.03,53.42,7493.41,42874.05,1.065,1.405,0.084118,0.6688,27,0.15,76.1,4.8,4.5,2.27,13.399,4.8172,4.4924,2.2703,13.3994,0,1.0052
248 (L208_B2127),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,84.3,72.92,54.82,7701.02,38653.49,1.156,1.33,0.064521,0.6503,32,0.13,73.0,7.2,7.1,2.271,8.344,7.1572,7.1160,2.2713,8.3437,0,0.9922
249 (L207_B2010),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,68.52,65.92,35.0,4648.8,20328.95,1.039,1.883,0.063188,0.5108,30,0.13,74.8,5.9,6.1,2.682,12.093,5.8635,6.1474,2.6816,12.0931,0,0.9943
250 (L_B2035),Handaxe,Levantine_Acheulean_Handaxes_Unknown,levantine_handaxes,94.35,77.33,55.58,8100.7,42881.37,1.22,1.391,0.05105,0.5891,35,0.18,72.1,5.7,5.5,2.429,10.952,5.6864,5.5172,2.4292,10.9520,0,0.9886
